,Symbol,Name,MarketCap,IPOyear,Sector,industry
241,SVT,"Servotronics, Inc.",$18.36M,,Capital Goods,Industrial Machinery/Components
242,SMTS,Sierra Metals Inc.,$198.63M,,Basic Industries,Precious Metals
243,SIF,"SIFCO Industries, Inc.",$22.24M,,Capital Goods,Aerospace
244,SVM,Silvercorp Metals Inc.,$1.03B,,Basic Industries,Precious Metals
245,SILV,SilverCrest Metals Inc.,$1.01B,2018.0,Basic Industries,Precious Metals
246,XPL,Solitario Zinc Corp.,$18.13M,,Basic Industries,Precious Metals
247,SCE^B,Southern California Edison Company,,,,
248,SCE^C,Southern California Edison Company,,,,
249,SCE^D,Southern California Edison Company,,,,
250,SCE^E,Southern California Edison Company,,,,
251,LOV,"Spark Networks, Inc.",$102.4M,2017.0,Consumer Services,Other Consumer Services
252,SDI,Standard Diversified Inc.,$235.15M,,Consumer Non-Durables,Tobacco
253,STXS,"Stereotaxis, Inc.",$306.8M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
254,SSY,"SunLink Health Systems, Inc.",$6M,,Health Care,Hospital/Nursing Management
255,SDPI,"Superior Drilling Products, Inc.",$16.92M,2014.0,Energy,Metal Fabrications
256,SYN,"Synthetic Biologics, Inc",$9.71M,,Health Care,Major Pharmaceuticals
257,TKAT,"Takung Art Co., Ltd.",$12.89M,,Consumer Services,Other Specialty Stores
258,TALO.WS,"Talos Energy, Inc.",,,,
259,TRX,Tanzanian Gold Corporation,$162M,,Basic Industries,Precious Metals
260,TGB,Taseko Mines Limited,$125.56M,,Basic Industries,Precious Metals
261,TGC,"Tengasco, Inc.",$5.77M,,Energy,Oil & Gas Production
262,GLU,The Gabelli Global Utility and Income Trust,$86.29M,2004.0,,
263,GLU^A,The Gabelli Global Utility and Income Trust,,,,
264,GLU^B,The Gabelli Global Utility and Income Trust,,,,
265,GGO,The Gabelli Go Anywhere Trust,$16.27M,2016.0,,
266,GGO^A,The Gabelli Go Anywhere Trust,,,,
267,TDW.WS,Tidewater Inc.,,,,
268,TMBR,"Timber Pharmaceuticals, Inc.",$26.9M,2015.0,Health Care,Major Pharmaceuticals
269,TMP,Tompkins Financial Corporation,$861.94M,,Finance,Major Banks
270,TAT,Transatlantic Petroleum Ltd,$17.54M,,Energy,Oil & Gas Production
271,TRXC,"TransEnterix, Inc.",$32.23M,,Health Care,Medical/Dental Instruments
272,TMQ,Trilogy Metals Inc.,$271.48M,,Basic Industries,Precious Metals
273,TPHS,Trinity Place Holdings Inc.,$41.85M,,Consumer Services,Building operators
274,TRT,Trio-Tech International,$10.98M,,Technology,Industrial Machinery/Components
275,UFAB,"Unique Fabricating, Inc.",$28.16M,2015.0,Capital Goods,Auto Parts:O.E.M.
276,UAMY,United States Antimony Corporation,$33.14M,,Capital Goods,Metal Fabrications
277,UUU,"Universal Security Instruments, Inc.",$2.47M,,Technology,Electronic Components
278,URG,Ur Energy Inc,$80.82M,,Basic Industries,Precious Metals
279,UEC,Uranium Energy Corp.,$161.92M,,Basic Industries,Precious Metals
280,VHC,VirnetX Holding Corp,$483.82M,,Miscellaneous,Multi-Sector Companies
281,VGZ,Vista Gold Corporation,$92.88M,,Basic Industries,Precious Metals
282,VNRX,VolitionRX Limited,$150.24M,2015.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
283,VOLT,"Volt Information Sciences, Inc.",$27.83M,,Technology,Professional Services
284,EAD,Wells Fargo Income Opportunities Fund,$428M,2003.0,,
285,ERC,Wells Fargo Multi-Sector Income Fund,$332.69M,2003.0,,
286,ERH,Wells Fargo Utilities and High Income Fund,$120.51M,2004.0,,
287,WRN,Western Copper and Gold Corporation,$127.27M,2011.0,Basic Industries,Precious Metals
288,WYY,WidePoint Corporation,$59.99M,,Technology,EDP Services
289,WTT,"Wireless Telecom Group,  Inc.",$22.08M,,Capital Goods,Electrical Products
290,XTNT,"Xtant Medical Holdings, Inc.",$12.43M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
291,ZDGE,"Zedge, Inc.",$17.32M,2016.0,Technology,Computer Software: Prepackaged Software
292,ZOM,Zomedica Pharmaceuticals Corp.,$61.74M,2017.0,Health Care,Major Pharmaceuticals
0,DDD,3D Systems Corporation,$770.33M,,Technology,Computer Software: Prepackaged Software
1,MMM,3M Company,$87.11B,,Health Care,Medical/Dental Instruments
2,WBAI,500.com Limited,$164.91M,2013.0,Consumer Services,Services-Misc. Amusement & Recreation
3,WUBA,58.com Inc.,$8.13B,2013.0,Technology,"Computer Software: Programming, Data Processing"
4,EGHT,8x8 Inc,$1.69B,,Technology,EDP Services
5,AHC,A.H. Belo Corporation,$33.79M,,Consumer Services,Newspapers/Magazines
6,AOS,A.O Smith Corporation,$7.67B,,Consumer Durables,Consumer Electronics/Appliances
7,ATEN,"A10 Networks, Inc.",$556.7M,2014.0,Technology,Computer Communications Equipment
8,AIR,AAR Corp.,$625.85M,,Capital Goods,Aerospace
9,AAN,"Aaron&#39;s,  Inc.",$2.96B,,Technology,Diversified Commercial Services
10,ABB,ABB Ltd,$51.72B,,Consumer Durables,Electrical Products
11,ABT,Abbott Laboratories,$165.69B,,Health Care,Major Pharmaceuticals
12,ABBV,AbbVie Inc.,$172.6B,2012.0,Health Care,Major Pharmaceuticals
13,ANF,Abercrombie & Fitch Company,$617.52M,,Consumer Services,Clothing/Shoe/Accessory Stores
14,AGD,Aberdeen Global Dynamic Dividend Fund,$114.58M,2006.0,,
15,AWP,Aberdeen Global Premier Properties Fund,$398.86M,2007.0,,
16,ACP,Aberdeen Income Credit Strategies Fund,$162.82M,2011.0,,
17,JEQ,"Aberdeen Japan Equity Fund, Inc. ",$100.97M,1992.0,,
18,AOD,Aberdeen Total Dynamic Dividend Fund,$816.04M,2007.0,,
19,ABM,ABM Industries Incorporated,$2.13B,,Finance,Diversified Commercial Services
20,AKR,Acadia Realty Trust,$1.03B,,Consumer Services,Real Estate Investment Trusts
21,ACEL,"Accel Entertainment, Inc.",$705.87M,2017.0,Consumer Services,Services-Misc. Amusement & Recreation
22,ACEL.WS,"Accel Entertainment, Inc.",,,,
23,ACN,Accenture plc,$139.65B,2001.0,Miscellaneous,Business Services
24,ACCO,Acco Brands Corporation,$581.89M,,Consumer Durables,Publishing
25,ATV,"Acorn International, Inc.",$38.18M,2007.0,Consumer Services,Other Specialty Stores
26,AYI,"Acuity Brands, Inc. ",$3.52B,,Consumer Durables,Building Products
27,GOLF,Acushnet Holdings Corp.,$2.51B,2016.0,Consumer Non-Durables,Recreational Products/Toys
28,ADX,"Adams Diversified Equity Fund, Inc.",$1.66B,,,
29,PEO,"Adams Natural Resources Fund, Inc.",$319.48M,,,
30,ADCT,ADC Therapeutics SA,$3.13B,2020.0,Health Care,Major Pharmaceuticals
31,AGRO,Adecoagro S.A.,$485.86M,2011.0,Consumer Non-Durables,Farming/Seeds/Milling
32,ADNT,Adient plc,$1.5B,2016.0,Capital Goods,Auto Parts:O.E.M.
33,ADT,ADT Inc.,$5.7B,2018.0,Consumer Services,Diversified Commercial Services
34,ATGE,Adtalem Global Education Inc.,$1.61B,,Consumer Services,Other Consumer Services
35,AAP,Advance Auto Parts Inc,$9.24B,,Consumer Services,Other Specialty Stores
36,ADSW,"Advanced Disposal Services, Inc.",$2.72B,2016.0,Public Utilities,Environmental Services
37,WMS,"Advanced Drainage Systems, Inc.",$3.29B,2014.0,Capital Goods,Containers/Packaging
38,ASIX,AdvanSix Inc.,$292.37M,2016.0,Basic Industries,Major Chemicals
39,AVK,Advent Convertible and Income Fund,$467.13M,2003.0,,
40,ACM,AECOM,$5.63B,2007.0,Consumer Services,Military/Government/Technical
41,AEFC,Aegon Funding Company LLC,,2019.0,Finance,Life Insurance
42,AEB,Aegon NV,,,Finance,Life Insurance
43,AEG,Aegon NV,$6.14B,,Finance,Life Insurance
44,AER,Aercap Holdings N.V.,$3.59B,2006.0,Technology,Diversified Commercial Services
45,AJRD,"Aerojet Rocketdyne Holdings, Inc. ",$2.8B,,Capital Goods,Military/Government/Technical
46,AMG,"Affiliated Managers Group, Inc.",$3.26B,,Finance,Investment Managers
47,MGR,"Affiliated Managers Group, Inc.",,2019.0,Finance,Investment Managers
48,AFL,Aflac Incorporated,$24.37B,,Finance,Accident &Health Insurance
49,MITT,"AG Mortgage Investment Trust, Inc.",$103.39M,2011.0,,
50,MITT^A,"AG Mortgage Investment Trust, Inc.",,,,
51,MITT^B,"AG Mortgage Investment Trust, Inc.",,,,
52,MITT^C,"AG Mortgage Investment Trust, Inc.",,,,
53,AGCO,AGCO Corporation,$4B,,Capital Goods,Industrial Machinery/Components
54,A,"Agilent Technologies, Inc.",$27.77B,1999.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
55,AEM,Agnico Eagle Mines Limited,$15.9B,,Basic Industries,Precious Metals
56,ADC,Agree Realty Corporation,$3.39B,,Consumer Services,Real Estate Investment Trusts
57,AL,Air Lease Corporation,$3.02B,2011.0,Technology,Diversified Commercial Services
58,AL^A,Air Lease Corporation,,,,
59,APD,"Air Products and Chemicals, Inc.",$59.98B,,Basic Industries,Major Chemicals
60,ALP^Q,Alabama Power Company,,,,
61,ALG,"Alamo Group, Inc.",$1.13B,,Capital Goods,Industrial Machinery/Components
62,AGI,Alamos Gold Inc.,$4.05B,2015.0,Basic Industries,Precious Metals
63,ALK,"Alaska Air Group, Inc.",$4.22B,,Transportation,Air Freight/Delivery Services
64,AIN,Albany International Corporation,$1.65B,,Basic Industries,Textiles
65,ALB,Albemarle Corporation,$8.05B,,Basic Industries,Major Chemicals
66,ACI,"Albertsons Companies, Inc.",$7.07B,2020.0,Consumer Services,Food Chains
67,AA,Alcoa Corporation,$1.96B,2016.0,Basic Industries,Aluminum
68,ALC,Alcon Inc.,$27.77B,2019.0,Health Care,Ophthalmic Goods
69,ALEX,"Alexander & Baldwin, Inc.",$859M,,Consumer Services,Real Estate Investment Trusts
70,ALX,"Alexander&#39;s, Inc.",$1.21B,,Consumer Services,Real Estate Investment Trusts
71,ARE,"Alexandria Real Estate Equities, Inc.",$20.46B,,Consumer Services,Real Estate Investment Trusts
72,AQN,Algonquin Power & Utilities Corp.,$6.62B,2016.0,Public Utilities,Electric Utilities: Central
73,AQNA,Algonquin Power & Utilities Corp.,,2018.0,Public Utilities,Electric Utilities: Central
74,AQNB,Algonquin Power & Utilities Corp.,,2019.0,Public Utilities,Electric Utilities: Central
75,BABA,Alibaba Group Holding Limited,$701.75B,2014.0,Miscellaneous,Business Services
76,Y,Alleghany Corporation,$6.74B,,Finance,Property-Casualty Insurers
77,ATI,Allegheny Technologies Incorporated,$1.16B,,Basic Industries,Steel/Iron Ore
78,ALLE,Allegion plc,$9.27B,2013.0,Consumer Services,Diversified Commercial Services
79,ALE,"Allete, Inc.",$2.91B,,Public Utilities,Power Generation
80,ADS,Alliance Data Systems Corporation,$1.9B,2001.0,Miscellaneous,Business Services
81,AFB,Alliance National Municipal Income Fund Inc,$389.78M,2002.0,,
82,AWF,Alliance World Dollar Government Fund II,$877.82M,1993.0,,
83,AB,AllianceBernstein Holding L.P.,$2.62B,,Finance,Investment Managers
84,AIO,AllianzGI Artificial Intelligence & Tech Opp Fd,$698.48M,2019.0,,
85,CBH,AllianzGI Convertible & Income 2024 Target Term Fund,$161.03M,2017.0,,
86,NCV,AllianzGI Convertible & Income Fund,$408.49M,2003.0,,
87,NCV^A,AllianzGI Convertible & Income Fund,,,,
88,NCZ,AllianzGI Convertible & Income Fund II,$304.46M,2003.0,,
89,NCZ^A,AllianzGI Convertible & Income Fund II,,,,
90,ACV,AllianzGI Diversified Income & Convertible Fund,$250.98M,2015.0,,
91,NFJ,"AllianzGI Dividend, Interest & Premium Strategy Fu",$1.09B,2005.0,Finance,Finance: Consumer Services
92,NIE,AllianzGI Equity & Convertible Income Fund,$638.97M,2007.0,,
93,ALSN,"Allison Transmission Holdings, Inc.",$3.9B,2012.0,Capital Goods,Auto Parts:O.E.M.
94,ALL,Allstate Corporation (The),$26.96B,,Finance,Property-Casualty Insurers
95,ALL^B,Allstate Corporation (The),,,,
96,ALL^G,Allstate Corporation (The),,,,
97,ALL^H,Allstate Corporation (The),,,,
98,ALL^I,Allstate Corporation (The),,,,
99,ALLY,Ally Financial Inc.,$7.11B,2014.0,Finance,Major Banks
100,ALLY^A,Ally Financial Inc.,,,,
101,PINE,"Alpine Income Property Trust, Inc.",$99.86M,2019.0,Consumer Services,Real Estate Investment Trusts
102,ALTG,Alta Equipment Group Inc.,$213.37M,2019.0,Capital Goods,Industrial Machinery/Components
103,ALTG.WS,Alta Equipment Group Inc.,,,,
104,ALIN^A,Altera Infrastructure L.P.,,,,
105,ALIN^B,Altera Infrastructure L.P.,,,,
106,ALIN^E,Altera Infrastructure L.P.,,,,
107,AYX,"Alteryx, Inc.",$12B,2017.0,Technology,Computer Software: Prepackaged Software
108,ATUS,"Altice USA, Inc.",$13.78B,2017.0,Consumer Services,Television Services
109,MO,Altria Group,$71.73B,,Consumer Non-Durables,Farming/Seeds/Milling
110,ACH,Aluminum Corporation of China Limited,$4.31B,2001.0,Basic Industries,Aluminum
111,ALUS,Alussa Energy Acquisition Corp.,$357.58M,2020.0,Finance,Business Services
112,ALUS.U,Alussa Energy Acquisition Corp.,,2019.0,,
113,ALUS.WS,Alussa Energy Acquisition Corp.,,,,
114,AMBC,"Ambac Financial Group, Inc.",$577.73M,,Finance,Property-Casualty Insurers
115,AMBC.WS,"Ambac Financial Group, Inc.",,,,
116,ABEV,Ambev S.A.,$43.74B,2013.0,Consumer Non-Durables,Beverages (Production/Distribution)
117,AMC,"AMC Entertainment Holdings, Inc.",$476.74M,2013.0,Consumer Services,Movies/Entertainment
118,AMCR,Amcor plc,$16.33B,2019.0,Consumer Durables,Miscellaneous manufacturing industries
119,AEE,Ameren Corporation,$18.18B,,Public Utilities,Power Generation
120,AMRC,"Ameresco, Inc.",$1.32B,2010.0,Basic Industries,Engineering & Construction
121,AMOV,"America Movil, S.A.B. de C.V.",$52.4B,,Public Utilities,Telecommunications Equipment
122,AMX,"America Movil, S.A.B. de C.V.",$53.22B,,Public Utilities,Telecommunications Equipment
123,AAT,"American Assets Trust, Inc.",$1.59B,2011.0,Consumer Services,Real Estate Investment Trusts
124,AXL,"American Axle & Manufacturing Holdings, Inc.",$731.67M,,Capital Goods,Auto Parts:O.E.M.
125,ACC,American Campus Communities Inc,$4.45B,2004.0,Consumer Services,Real Estate Investment Trusts
126,AEO,"American Eagle Outfitters, Inc.",$1.7B,,Consumer Services,Clothing/Shoe/Accessory Stores
127,AEP,"American Electric Power Company, Inc.",$40.65B,,Public Utilities,Electric Utilities: Central
128,AEP^B,"American Electric Power Company, Inc.",,,,
129,AEL,American Equity Investment Life Holding Company,$2.05B,2003.0,Finance,Life Insurance
130,AEL^A,American Equity Investment Life Holding Company,,,,
131,AEL^B,American Equity Investment Life Holding Company,,,,
132,AXP,American Express Company,$72.91B,,Finance,Finance: Consumer Services
133,AFG,"American Financial Group, Inc.",$5.11B,,Finance,Property-Casualty Insurers
134,AFGB,"American Financial Group, Inc.",,2019.0,Finance,Property-Casualty Insurers
135,AFGC,"American Financial Group, Inc.",$25.27M,2019.0,Finance,Property-Casualty Insurers
136,AFGD,"American Financial Group, Inc.",,2020.0,Finance,Property-Casualty Insurers
137,AFGH,"American Financial Group, Inc.",,2015.0,Finance,Property-Casualty Insurers
138,AMH,American Homes 4 Rent,$8.05B,2013.0,Consumer Services,Real Estate Investment Trusts
139,AMH^D,American Homes 4 Rent,,,,
140,AMH^E,American Homes 4 Rent,,,,
141,AMH^F,American Homes 4 Rent,,,,
142,AMH^G,American Homes 4 Rent,,,,
143,AMH^H,American Homes 4 Rent,,,,
144,AIG,"American International Group, Inc.",$24.12B,,Finance,Property-Casualty Insurers
145,AIG.WS,"American International Group, Inc.",,,,
146,AIG^A,"American International Group, Inc.",,,,
147,ARL,"American Realty Investors, Inc.",$150.37M,,Finance,Real Estate
148,ARA,"American Renal Associates Holdings, Inc",$210.53M,2016.0,Health Care,Misc Health and Biotechnology Services
149,AWR,American States Water Company,$2.82B,,Public Utilities,Water Supply
150,AMT,American Tower Corporation (REIT),$117.74B,,Consumer Services,Real Estate Investment Trusts
151,AVD,American Vanguard Corporation,$386.7M,,Basic Industries,Agricultural Chemicals
152,AWK,American Water Works,$23.66B,2008.0,Public Utilities,Water Supply
153,COLD,Americold Realty Trust,$7.41B,2018.0,Consumer Services,Real Estate Investment Trusts
154,AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",$17.53B,,Finance,Investment Managers
155,ABC,AmerisourceBergen Corporation (Holding Co),$19.61B,,Health Care,Other Pharmaceuticals
156,RYCE,Amira Nature Foods Ltd,$14.15M,2012.0,Consumer Non-Durables,Packaged Foods
157,AMN,AMN Healthcare Services Inc,$2B,,Technology,Professional Services
158,AMRX,"Amneal Pharmaceuticals, Inc.",$1.31B,2018.0,Health Care,Major Pharmaceuticals
159,AP,Ampco-Pittsburgh Corporation,$37.85M,,Capital Goods,Fluid Controls
160,APH,Amphenol Corporation,$27.96B,,Capital Goods,Electrical Products
161,AXR,AMREP Corporation,$38.49M,,Consumer Services,Newspapers/Magazines
162,HKIB,AMTD International Inc.,$1.65B,2019.0,Finance,Finance: Consumer Services
163,AME,"AMTEK, Inc.",$19.79B,,Consumer Durables,Metal Fabrications
164,PLAN,"Anaplan, Inc.",$7.04B,2018.0,Technology,Computer Software: Prepackaged Software
165,DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust,,2020.0,,
166,FINS,Angel Oak Financial Strategies Income Term Trust,$192.38M,2019.0,,
167,AU,AngloGold Ashanti Limited,$13.1B,,Basic Industries,Precious Metals
168,BUD,Anheuser-Busch Inbev SA,$99.95B,,Consumer Non-Durables,Beverages (Production/Distribution)
169,NLY,Annaly Capital Management Inc,$9.24B,,Consumer Services,Real Estate Investment Trusts
170,NLY^D,Annaly Capital Management Inc,,,,
171,NLY^F,Annaly Capital Management Inc,,,,
172,NLY^G,Annaly Capital Management Inc,,,,
173,NLY^I,Annaly Capital Management Inc,,,,
174,AM,Antero Midstream Corporation,$2.61B,2017.0,Public Utilities,Natural Gas Distribution
175,AR,Antero Resources Corporation,$735.39M,2013.0,Energy,Oil & Gas Production
176,ANTM,"Anthem, Inc.",$64.29B,,Health Care,Medical Specialities
177,ANH,Anworth Mortgage Asset  Corporation,$155.34M,,Consumer Services,Real Estate Investment Trusts
178,ANH^A,Anworth Mortgage Asset  Corporation,,,,
179,ANH^B,Anworth Mortgage Asset  Corporation,,,,
180,ANH^C,Anworth Mortgage Asset  Corporation,,,,
181,AON,Aon plc,$44.94B,,Finance,Specialty Insurers
182,AIV,Apartment Investment and Management Company,$5.47B,1994.0,Consumer Services,Real Estate Investment Trusts
183,APG,APi Group Corporation,$1.92B,2020.0,Basic Industries,Engineering & Construction
184,ARI,Apollo Commercial Real Estate Finance,$1.35B,2009.0,Consumer Services,Real Estate Investment Trusts
185,APO,"Apollo Global Management, Inc",$11.42B,2011.0,Finance,Investment Managers
186,APO^A,"Apollo Global Management, Inc",,,,
187,APO^B,"Apollo Global Management, Inc",,,,
188,AFT,Apollo Senior Floating Rate Fund Inc.,$189.99M,2011.0,,
189,AIF,Apollo Tactical Income Fund Inc.,$176.46M,2013.0,,
190,APLE,"Apple Hospitality REIT, Inc.",$2.01B,2015.0,Consumer Services,Real Estate Investment Trusts
191,AIT,"Applied Industrial Technologies, Inc.",$2.29B,,Consumer Durables,Industrial Specialties
192,ATR,"AptarGroup, Inc.",$7.3B,,Consumer Non-Durables,Plastic Products
193,APTV,Aptiv PLC,$20.36B,2011.0,Capital Goods,Auto Parts:O.E.M.
194,APTV^A,Aptiv PLC,,,,
195,ARMK,Aramark,$5.25B,2013.0,Consumer Services,Restaurants
196,ABR,Arbor Realty Trust,$832.4M,2004.0,Consumer Services,Real Estate Investment Trusts
197,ABR^A,Arbor Realty Trust,,,,
198,ABR^B,Arbor Realty Trust,,,,
199,ABR^C,Arbor Realty Trust,,,,
200,ARC,"ARC Document Solutions, Inc.",$36.54M,2004.0,Consumer Services,Professional Services
201,MT,ArcelorMittal,$11.95B,,Basic Industries,Steel/Iron Ore
202,MTCN,ArcelorMittal,,2020.0,Basic Industries,Steel/Iron Ore
203,ARCH,"Arch Resources, Inc.",$414.91M,2016.0,Energy,Coal Mining
204,ADM,Archer-Daniels-Midland Company,$21B,,Consumer Non-Durables,Packaged Foods
205,AROC,"Archrock, Inc.",$987.9M,,Public Utilities,Natural Gas Distribution
206,ARNC,Arconic Corporation,$1.53B,2020.0,,
207,ARCO,Arcos Dorados Holdings Inc.,$983.62M,2011.0,Consumer Services,Restaurants
208,ACA,"Arcosa, Inc.",$1.82B,2018.0,Capital Goods,Metal Fabrications
209,RCUS,"Arcus Biosciences, Inc.",$1.17B,2018.0,Health Care,Major Pharmaceuticals
210,ARD,Ardagh Group S.A.,$2.99B,2017.0,Consumer Durables,Containers/Packaging
211,ASC,Ardmore Shipping Corporation,$141.54M,2013.0,Transportation,Marine Transportation
212,AFC,Ares Capital Corporation,,,,
213,ACRE,Ares Commercial Real Estate Corporation,$268.2M,2012.0,Consumer Services,Real Estate Investment Trusts
214,ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",$276.13M,2012.0,,
215,ARES,Ares Management Corporation,$5.14B,2014.0,Finance,Investment Managers
216,ARES^A,Ares Management Corporation,,,,
217,AGX,"Argan, Inc.",$677.96M,,Basic Industries,Engineering & Construction
218,ARGD,"Argo Group International Holdings, Ltd.",,,Finance,Specialty Insurers
219,ARGO,"Argo Group International Holdings, Ltd.",$1.08B,,Finance,Specialty Insurers
220,ANET,"Arista Networks, Inc.",$16.56B,2014.0,Technology,Computer Communications Equipment
221,AI,Arlington Asset Investment Corp,$101.61M,,Consumer Services,Real Estate Investment Trusts
222,AI^B,Arlington Asset Investment Corp,,,,
223,AI^C,Arlington Asset Investment Corp,,,,
224,AIC,Arlington Asset Investment Corp,,2015.0,Consumer Services,Real Estate Investment Trusts
225,AIW,Arlington Asset Investment Corp,,,Consumer Services,Real Estate Investment Trusts
226,ARLO,"Arlo Technologies, Inc.",$202.09M,2018.0,Consumer Non-Durables,Consumer Electronics/Appliances
227,AHH,"Armada Hoffler Properties, Inc.",$714.66M,2013.0,Finance,Real Estate
228,AHH^A,"Armada Hoffler Properties, Inc.",,,,
229,ARR,"ARMOUR Residential REIT, Inc.",$574.17M,,Consumer Services,Real Estate Investment Trusts
230,ARR^C,"ARMOUR Residential REIT, Inc.",,,,
231,AFI,"Armstrong Flooring, Inc.",$71.26M,2016.0,Consumer Non-Durables,Plastic Products
232,AWI,Armstrong World Industries Inc,$3.63B,,Consumer Non-Durables,Plastic Products
233,ARW,"Arrow Electronics, Inc.",$5.21B,,Technology,Electronic Components
234,AJG,Arthur J. Gallagher & Co.,$18.51B,,Finance,Specialty Insurers
235,APAM,Artisan Partners Asset Management Inc.,$2.45B,2013.0,Finance,Investment Managers
236,ASA,ASA Gold and Precious Metals Limited,$368.82M,,,
237,ABG,Asbury Automotive Group Inc,$1.7B,2002.0,Consumer Durables,Automotive Aftermarket
238,ASX,"ASE Technology Holding Co., Ltd.",$10.1B,2018.0,Technology,Semiconductors
239,ASGN,ASGN Incorporated,$3.33B,1992.0,Technology,Professional Services
240,AHT,Ashford Hospitality Trust Inc,$65M,2003.0,Consumer Services,Real Estate Investment Trusts
241,AHT^D,Ashford Hospitality Trust Inc,,,,
242,AHT^F,Ashford Hospitality Trust Inc,,,,
243,AHT^G,Ashford Hospitality Trust Inc,,,,
244,AHT^H,Ashford Hospitality Trust Inc,,,,
245,AHT^I,Ashford Hospitality Trust Inc,,,,
246,ASH,Ashland Global Holdings Inc.,$4.07B,,Consumer Durables,Specialty Chemicals
247,ASPN,"Aspen Aerogels, Inc.",$160.63M,2014.0,Consumer Services,RETAIL: Building Materials
248,AHL^C,Aspen Insurance Holdings Limited,,,,
249,AHL^D,Aspen Insurance Holdings Limited,,,,
250,AHL^E,Aspen Insurance Holdings Limited,,,,
251,AMK,"AssetMark Financial Holdings, Inc.",$1.96B,2019.0,Finance,Investment Managers
252,ASB,Associated Banc-Corp,$1.82B,,Finance,Major Banks
253,ASB^C,Associated Banc-Corp,,,,
254,ASB^D,Associated Banc-Corp,,,,
255,ASB^E,Associated Banc-Corp,,,,
256,ASB^F,Associated Banc-Corp,,,,
257,AC,"Associated Capital Group, Inc.",$854.98M,2015.0,Finance,Investment Bankers/Brokers/Service
258,AIZ,"Assurant, Inc.",$5.82B,2004.0,Finance,Property-Casualty Insurers
259,AIZP,"Assurant, Inc.",,,Finance,Property-Casualty Insurers
260,AGO,Assured Guaranty Ltd.,$1.91B,2004.0,Finance,Property-Casualty Insurers
261,AGO^B,Assured Guaranty Ltd.,,,,
262,AGO^E,Assured Guaranty Ltd.,,,,
263,AGO^F,Assured Guaranty Ltd.,,,,
264,AZN,Astrazeneca PLC,$141.65B,,Health Care,Major Pharmaceuticals
265,HOME,At Home Group Inc.,$372.29M,2016.0,Consumer Services,Home Furnishings
266,T,AT&T Inc.,$210.47B,,Public Utilities,Telecommunications Equipment
267,T^A,AT&T Inc.,,,,
268,T^C,AT&T Inc.,,,,
269,TBB,AT&T Inc.,,2017.0,Public Utilities,Telecommunications Equipment
270,TBC,AT&T Inc.,,2018.0,Public Utilities,Telecommunications Equipment
271,ATTO,Atento S.A.,$106.06M,2014.0,Public Utilities,Telecommunications Equipment
272,ATH,Athene Holding Ltd.,$5.73B,2016.0,Finance,Life Insurance
273,ATH^A,Athene Holding Ltd.,,,,
274,ATH^B,Athene Holding Ltd.,,,,
275,ATH^C,Athene Holding Ltd.,,,,
276,ATKR,Atkore International Group Inc.,$1.18B,2016.0,Miscellaneous,Industrial Machinery/Components
277,AT,Atlantic Power Corporation,$180.66M,,Energy,Electric Utilities: Central
278,ATCO,Atlas Corp.,$1.74B,,Transportation,Marine Transportation
279,ATCO^D,Atlas Corp.,,,,
280,ATCO^E,Atlas Corp.,,,,
281,ATCO^G,Atlas Corp.,,,,
282,ATCO^H,Atlas Corp.,,,,
283,ATCO^I,Atlas Corp.,,,,
284,ATO,Atmos Energy Corporation,$11.95B,,Public Utilities,Oil/Gas Transmission
285,ACB,Aurora Cannabis Inc.,$1.32B,2018.0,Consumer Durables,Specialty Chemicals
286,ATHM,Autohome Inc.,$10.48B,2013.0,Technology,EDP Services
287,ALV,"Autoliv, Inc.",$5.53B,,Capital Goods,Auto Parts:O.E.M.
288,AN,"AutoNation, Inc.",$3.55B,,Consumer Durables,Automotive Aftermarket
289,AZO,"AutoZone, Inc.",$25.88B,,Consumer Services,Other Specialty Stores
290,AVLR,"Avalara, Inc.",$11.01B,2018.0,Technology,Computer Software: Prepackaged Software
291,AVB,"AvalonBay Communities, Inc.",$21.34B,,Consumer Services,Real Estate Investment Trusts
292,AGR,"Avangrid, Inc.",$13.15B,2015.0,Public Utilities,Electric Utilities: Central
293,AVNS,"Avanos Medical, Inc.",$1.37B,2014.0,Health Care,Industrial Specialties
294,AVTR,"Avantor, Inc.",$10.75B,2019.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
295,AVTR^A,"Avantor, Inc.",,,,
296,AVYA,Avaya Holdings Corp.,$1.04B,,Public Utilities,Telecommunications Equipment
297,AVY,Avery Dennison Corporation,$9.22B,,Consumer Durables,Containers/Packaging
298,AVA,Avista Corporation,$2.37B,,Public Utilities,Power Generation
299,AXTA,Axalta Coating Systems Ltd.,$5.13B,2014.0,Basic Industries,Paints/Coatings
300,AXS,Axis Capital Holdings Limited,$3.14B,2003.0,Finance,Property-Casualty Insurers
301,AXS^E,Axis Capital Holdings Limited,,,,
302,AX,"Axos Financial, Inc.",$1.17B,2018.0,Finance,Savings Institutions
