,Unnamed: 0,symbol,name,lastsale,marketcap,ipoyear,sector,industry,current_price,current_price_to_book_date,current_price_to_book,price_to_book_q1,price_to_book_q2,price_to_book_q3,price_to_book_q4
2669,2669,PTMN,Portman Ridge Finance Corporation,1.09,$48.5M,,,,,,,,,,
2670,2670,PSTX,"Poseida Therapeutics, Inc.",15.62,$965.56M,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),15.44,,,,,,
2671,2671,PPHI,"Positive Physicians Holdings, Inc.",10.235,$37M,2019.0,Finance,Property-Casualty Insurers,10.98,,,,,,
2672,2672,PBPB,Potbelly Corporation,2.47,$58.82M,2013.0,Consumer Services,Restaurants,2.76,,,,,,
2673,2673,PCH,PotlatchDeltic Corporation,42.51,$2.85B,,Consumer Services,Real Estate Investment Trusts,42.47,,,,,,
2674,2674,POWL,"Powell Industries, Inc.",27.24,$316.37M,,Consumer Durables,Electrical Products,26.56,,,,,,
2675,2675,POWI,"Power Integrations, Inc.",118.73,$3.54B,1997.0,Technology,Semiconductors,117.89,,,,,,
2676,2676,PBTS,"Powerbridge Technologies Co., Ltd.",2.5601,$23.49M,2019.0,Technology,EDP Services,2.44,,,,,,
2677,2677,PWFL,"PowerFleet, Inc.",4.31,$128.87M,,Capital Goods,Telecommunications Equipment,4.17,,,,,,
2678,2678,PPD,"PPD, Inc.",31.05,$10.82B,2020.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,29.75,,,,,,
2679,2679,PRAA,"PRA Group, Inc.",39.8,$1.81B,2002.0,Finance,Finance: Consumer Services,39.79,,,,,,
2680,2680,PRAH,"PRA Health Sciences, Inc.",103.93,$6.62B,2014.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,102.50,,,,,,
2681,2681,PGEN,"Precigen, Inc.",4.45,$766.25M,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,4.26,,,,,,
2682,2682,PRPO,"Precipio, Inc.",1.3,$19M,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,1.34,,,,,,
2683,2683,DTIL,"Precision BioSciences, Inc.",7.85,$407.11M,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),7.41,,,,,,
2684,2684,POAI,Predictive Oncology Inc.,1.64,$21.65M,,Health Care,Industrial Specialties,,,,,,,
2685,2685,PFBC,Preferred Bank,40.63,$606.04M,,,,40.31,,,,,,
2686,2686,PLPC,Preformed Line Products Company,51.3,$255.47M,,Basic Industries,Water Supply,50.49,,,,,,
2687,2687,PFBI,"Premier Financial Bancorp, Inc.",10.98,$160.99M,1996.0,Finance,Major Banks,11.07,,,,,,
2688,2688,PFC,Premier Financial Corp. ,16.48,$614.47M,,Finance,Savings Institutions,16.60,,,,,,
2689,2689,PINC,"Premier, Inc.",35.11,$2.51B,2013.0,Consumer Services,Other Consumer Services,34.71,,,,,,
2690,2690,PBIO,"Pressure BioSciences, Inc.",2.22,$2.45M,,,,2.06,,,,,,
2691,2691,PRVL,Prevail Therapeutics Inc.,15.65,$535.26M,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),15.65,,,,,,
2692,2692,PRGX,"PRGX Global, Inc.",4.62,$109M,1996.0,Consumer Services,Diversified Commercial Services,4.49,,,,,,
2693,2693,PSMT,"PriceSmart, Inc.",67.16,$2.06B,,Consumer Services,Department/Specialty Retail Stores,66.53,,,,,,
2694,2694,PNRG,PrimeEnergy Resources Corporation,73.4,$146.37M,,Energy,Oil & Gas Production,,,,,,,
2695,2695,PRMW,Primo Water Corporation,14.02,$2.24B,,Consumer Non-Durables,Beverages (Production/Distribution),13.92,,,,,,
2696,2696,PRIM,Primoris Services Corporation,16.9,$815.6M,,Basic Industries,Water Supply,16.43,,,,,,
2697,2697,PVAL,Principal Contrarian Value Index ETF,23.1678,,,,,,,,,,,
2698,2698,PFG,Principal Financial Group Inc,45.02,$12.33B,2001.0,Finance,Accident &Health Insurance,44.77,,,,,,
2699,2699,BTEC,Principal Healthcare Innovators Index ETF,46.1441,,,,,,,,,,,
2700,2700,PDEV,Principal International Multi-Factor Core Index ETF,24.69,,,,,,,,,,,
2701,2701,GENY,Principal Millennials Index ETF,44.7687,,,,,,,,,,,
2702,2702,PSET,Principal Price Setters Index ETF,41.4028,,,,,,,,,,,
2703,2703,PY,Principal Shareholder Yield Index ETF,27.8835,,,,,,,,,,,
2704,2704,PMOM,Principal Sustainable Momentum Index ETF,30.0,,,,,,,,,,,
2705,2705,PLC,Principal U.S. Large-Cap Multi-Factor Core Index ETF,26.87,,,,,,,,,,,
2706,2706,USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,31.385,,,,,,,,,,,
2707,2707,PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,28.4721,,,,,,,,,,,
2708,2708,PSM,Principal U.S. Small-MidCap Multi-Factor Core Index ETF,22.84,,,,,,,,,,,
2709,2709,PRNB,Principia Biopharma Inc.,85.92,$2.84B,2018.0,Health Care,Major Pharmaceuticals,85.01,,,,,,
2710,2710,PRTH,"Priority Technology Holdings, Inc.",2.33,$156.38M,2016.0,Miscellaneous,Business Services,2.30,,,,,,
2711,2711,UFO,Procure Space ETF,20.74,,,,,,,,,,,
2712,2712,PDEX,"Pro-Dex, Inc.",20.0,$76.22M,,Health Care,Medical/Dental Instruments,20.05,,,,,,
2713,2713,IPDN,"Professional Diversity Network, Inc.",1.81,$20.34M,2013.0,Technology,"Computer Software: Programming, Data Processing",1.87,,,,,,
2714,2714,PFHD,Professional Holding Corp.,11.4,$161.26M,2020.0,Finance,Major Banks,11.28,,,,,,
2715,2715,PFIE,"Profire Energy, Inc.",0.8029,$38.29M,,Energy,Metal Fabrications,0.83,,,,,,
2716,2716,PROF,Profound Medical Corp.,15.87,$255.23M,,Health Care,Medical/Dental Instruments,15.74,,,,,,
2717,2717,PROG,"Progenity, Inc.",9.01,$406.93M,1995.0,Health Care,Medical Specialities,8.94,,,,,,
2718,2718,PRGS,Progress Software Corporation,35.45,$1.6B,1991.0,Technology,Computer Software: Prepackaged Software,34.57,,,,,,
2719,2719,PGNY,"Progyny, Inc.",27.18,$2.31B,2019.0,Health Care,Misc Health and Biotechnology Services,26.84,,,,,,
2720,2720,LUNG,"ProLung, Inc.",,,,,,,,,,,,
2721,2721,PFPT,"Proofpoint, Inc.",120.21,$6.89B,2012.0,Technology,EDP Services,118.75,,,,,,
2722,2722,PSACU,Property Solutions Acquisition Corp.,9.98,,2020.0,,,,,,,,,
2723,2723,PRPH,"ProPhase Labs, Inc.",1.65,$19.13M,,Health Care,Major Pharmaceuticals,1.66,,,,,,
2724,2724,PTAC,PropTech Acquisition Corporation,10.85,$233.95M,2020.0,Finance,Business Services,10.80,,,,,,
2725,2725,PTACU,PropTech Acquisition Corporation,11.52,,2019.0,Finance,Business Services,12.49,,,,,,
2726,2726,PTACW,PropTech Acquisition Corporation,2.17,,2020.0,Finance,Business Services,,,,,,,
2727,2727,PRQR,ProQR Therapeutics N.V.,5.1,$254.83M,2014.0,Health Care,Major Pharmaceuticals,5.05,,,,,,
2728,2728,EQRR,ProShares Equities for Rising Rates ETF,29.92,,,,,,,,,,,
2729,2729,BIB,ProShares Ultra Nasdaq Biotechnology,75.0763,,,,,,,,,,,
2730,2730,TQQQ,ProShares UltraPro QQQ,109.53,,,,,,,,,,,
2731,2731,SQQQ,ProShares UltraPro Short QQQ,6.53,,,,,,,,,,,
2732,2732,BIS,ProShares UltraShort Nasdaq Biotechnology,7.67,,,,,,,,,,,
2733,2733,PSEC,Prospect Capital Corporation,5.05,$1.87B,2004.0,,,5.04,,,,,,
2734,2734,PTGX,"Protagonist Therapeutics, Inc.",16.28,$580.67M,2016.0,Health Care,Major Pharmaceuticals,15.48,,,,,,
2735,2735,TARA,"Protara Therapeutics, Inc. ",26.7,$156.01M,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),26.00,,,,,,
2736,2736,PTVCA,Protective Insurance Corporation,16.75,$237.56M,,Finance,Property-Casualty Insurers,16.75,,,,,,
2737,2737,PTVCB,Protective Insurance Corporation,14.28,$202.53M,,Finance,Property-Casualty Insurers,14.17,,,,,,
2738,2738,PTI,"Proteostasis Therapeutics, Inc.",1.34,$69.88M,2016.0,Health Care,Major Pharmaceuticals,1.41,,,,,,
2739,2739,PRTA,Prothena Corporation plc,12.32,$491.71M,,Health Care,Major Pharmaceuticals,12.18,,,,,,
2740,2740,PRVB,"Provention Bio, Inc.",11.08,$621.15M,2018.0,Health Care,Major Pharmaceuticals,10.90,,,,,,
2741,2741,PVBC,"Provident Bancorp, Inc.",8.02,$156.2M,2015.0,Finance,Savings Institutions,7.84,,,,,,
2742,2742,PROV,"Provident Financial Holdings, Inc.",12.2,$90.72M,,Finance,Savings Institutions,12.15,,,,,,
2743,2743,PBIP,"Prudential Bancorp, Inc.",12.06,$98.25M,,Finance,Banks,11.91,,,,,,
2744,2744,PMD,Psychemedics Corporation,4.94,$27.3M,,Health Care,Medical Specialities,4.90,,,,,,
2745,2745,PTC,PTC Inc.,83.61,$9.67B,,Technology,Computer Software: Prepackaged Software,,,,,,,
2746,2746,PTCT,"PTC Therapeutics, Inc.",47.82,$3.14B,2013.0,Health Care,Major Pharmaceuticals,47.15,,,,,,
2747,2747,PHCF,"PUHUI WEALTH INVESTMENT MANAGEMENT CO., LTD.",4.42,$50.86M,2018.0,Finance,Investment Managers,4.15,,,,,,
2748,2748,PULM,"Pulmatrix, Inc.",1.34,$34.32M,2014.0,Health Care,Major Pharmaceuticals,1.30,,,,,,
2749,2749,PLSE,"Pulse Biosciences, Inc",11.06,$278.15M,2016.0,Health Care,Medical/Dental Instruments,10.99,,,,,,
2750,2750,PBYI,Puma Biotechnology Inc,9.96,$392.07M,,Health Care,Major Pharmaceuticals,9.83,,,,,,
2751,2751,PACQ,Pure Acquisition Corp.,10.6101,$487.71M,2018.0,Finance,Business Services,10.64,,,,,,
2752,2752,PACQU,Pure Acquisition Corp.,10.9,,2018.0,Finance,Business Services,10.95,,,,,,
2753,2753,PACQW,Pure Acquisition Corp.,1.7449,,2018.0,Finance,Business Services,,,,,,,
2754,2754,PCYO,Pure Cycle Corporation,8.93,$213.01M,,Public Utilities,Water Supply,8.72,,,,,,
2755,2755,PRPL,"Purple Innovation, Inc.",19.17,$1.04B,2015.0,Consumer Durables,Home Furnishings,19.29,,,,,,
2756,2756,PRPLW,"Purple Innovation, Inc.",4.3094,,,Consumer Durables,Home Furnishings,4.35,,,,,,
2757,2757,PUYI,Puyi Inc.,6.41,$386.62M,2019.0,Finance,Investment Managers,6.25,,,,,,
2758,2758,PXS,Pyxis Tankers Inc.,0.7905,$16.93M,,Transportation,Marine Transportation,0.76,,,,,,
2759,2759,QK,Q&K International Group Limited,9.21,$440.86M,2019.0,Finance,Real Estate,9.18,,,,,,
2760,2760,QADA,QAD Inc.,39.94,$816.2M,,Technology,Computer Software: Prepackaged Software,40.12,,,,,,
2761,2761,QADB,QAD Inc.,27.53,$562.6M,,Technology,Computer Software: Prepackaged Software,29.01,,,,,,
2762,2762,QCRH,"QCR Holdings, Inc.",29.0,$457.43M,,Finance,Major Banks,29.05,,,,,,
2763,2763,QGEN,Qiagen N.V.,48.56,$11.08B,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),48.66,,,,,,
2764,2764,QIWI,QIWI plc,18.83,$1.18B,2013.0,Miscellaneous,Business Services,18.48,,,,,,
2765,2765,QRVO,"Qorvo, Inc.",118.15,$13.52B,,Technology,Semiconductors,111.92,,,,,,
2766,2766,QCOM,QUALCOMM Incorporated,89.67,$100.87B,1991.0,Technology,Radio And Television Broadcasting And Communications Equipment,88.89,,,,,,
2767,2767,QLGN,"Qualigen Therapeutics, Inc.",4.99,$83.98M,2015.0,Health Care,Major Pharmaceuticals,,,,,,,
2768,2768,QLYS,"Qualys, Inc.",111.57,$4.35B,2012.0,Technology,Computer Software: Prepackaged Software,110.28,,,,,,
2769,2769,QTRX,Quanterix Corporation,30.05,$850.75M,2017.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,27.15,,,,,,
2770,2770,QMCO,Quantum Corporation,4.54,$181.17M,,Technology,Electronic Components,4.48,,,,,,
2771,2771,QRHC,Quest Resource Holding Corporation,1.42,$21.87M,,Technology,Diversified Commercial Services,1.40,,,,,,
2772,2772,QH,Quhuo Limited,8.33,$432.38M,2020.0,Miscellaneous,Business Services,,,,,,,
2773,2773,QUIK,QuickLogic Corporation,3.69,$40.22M,1999.0,Technology,Semiconductors,3.90,,,,,,
2774,2774,QDEL,Quidel Corporation,257.24,$10.8B,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,255.51,,,,,,
2775,2775,QNST,"QuinStreet, Inc.",11.5,$597.45M,2010.0,Miscellaneous,Business Services,11.42,,,,,,
2776,2776,QUMU,Qumu Corporation,4.91,$66.43M,,Technology,Computer Software: Prepackaged Software,4.97,,,,,,
2777,2777,QTNT,Quotient Limited,8.27,$666.44M,2014.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,7.68,,,,,,
2778,2778,QRTEA,"Qurate Retail, Inc.",9.6,$4B,,Consumer Services,Catalog/Specialty Distribution,9.69,,,,,,
2779,2779,QRTEB,"Qurate Retail, Inc.",9.27,$3.86B,,Consumer Services,Catalog/Specialty Distribution,,,,,,,
2780,2780,QTT,Qutoutiao Inc.,2.7,$720.43M,2018.0,Technology,"Computer Software: Programming, Data Processing",2.89,,,,,,
2781,2781,RRD,R.R. Donnelley & Sons Company,1.25,$89.13M,,Miscellaneous,Publishing,,,,,,,
2782,2782,RCM,R1 RCM Inc.,13.54,$1.56B,,Consumer Services,Other Consumer Services,13.27,,,,,,
2783,2783,RADA,RADA Electronic Industries Ltd.,6.08,$263.8M,,Technology,Electronic Components,6.39,,,,,,
2784,2784,RDCM,Radcom Ltd.,8.8177,$122.95M,1997.0,Technology,Computer peripheral equipment,8.60,,,,,,
2785,2785,RDUS,"Radius Health, Inc.",12.71,$589.6M,2014.0,Health Care,Major Pharmaceuticals,13.85,,,,,,
2786,2786,RDNT,"RadNet, Inc.",16.11,$811.94M,,Health Care,Medical Specialities,15.58,,,,,,
2787,2787,RDWR,Radware Ltd.,26.09,$1.21B,1999.0,Miscellaneous,Business Services,24.67,,,,,,
2788,2788,METC,"Ramaco Resources, Inc.",2.37,$101.23M,2017.0,Energy,Coal Mining,,,,,,,
2789,2789,RMBS,"Rambus, Inc.",14.63,$1.66B,1997.0,Technology,Semiconductors,14.43,,,,,,
2790,2790,RAND,Rand Capital Corporation,10.8,$27.96M,,Finance,Finance: Consumer Services,10.65,,,,,,
2791,2791,RNDB,"Randolph Bancorp, Inc.",9.93,$54.46M,2016.0,Finance,Major Banks,10.00,,,,,,
2792,2792,RPD,"Rapid7, Inc.",56.49,$2.85B,2015.0,Technology,Computer Software: Prepackaged Software,55.31,,,,,,
2793,2793,RAPT,"RAPT Therapeutics, Inc.",25.21,$614.46M,2019.0,Health Care,Major Pharmaceuticals,22.45,,,,,,
2794,2794,RTLR,Rattler Midstream LP,8.19,$1.24B,2019.0,Public Utilities,Natural Gas Distribution,7.97,,,,,,
2795,2795,RAVE,"Rave Restaurant Group, Inc.",0.63,$9.74M,,Consumer Non-Durables,Food Distributors,0.63,,,,,,
2796,2796,RAVN,"Raven Industries, Inc.",23.11,$828.14M,,Capital Goods,Specialty Chemicals,,,,,,,
2797,2797,RBB,RBB Bancorp,13.29,$262.34M,2017.0,Finance,Major Banks,13.08,,,,,,
2798,2798,ROLL,RBC Bearings Incorporated,128.66,$3.22B,2005.0,Capital Goods,Metal Fabrications,127.42,,,,,,
2799,2799,RICK,"RCI Hospitality Holdings, Inc.",11.78,$107.5M,1995.0,Consumer Services,Restaurants,11.28,,,,,,
2800,2800,RCMT,"RCM Technologies, Inc.",1.45,$16.38M,,Technology,Professional Services,1.50,,,,,,
2801,2801,RDI,Reading International Inc,4.65,$101.13M,,Consumer Services,Movies/Entertainment,4.57,,,,,,
2802,2802,RDIB,Reading International Inc,17.5,$380.59M,,Consumer Services,Movies/Entertainment,17.00,,,,,,
2803,2803,BLCN,Reality Shares Nasdaq NextGen Economy ETF,31.76,,,,,,,,,,,
2804,2804,RNWK,"RealNetworks, Inc.",1.53,$58.5M,1997.0,Technology,EDP Services,1.52,,,,,,
2805,2805,RP,"RealPage, Inc.",64.91,$6.62B,2010.0,Technology,Computer Software: Prepackaged Software,63.90,,,,,,
2806,2806,RETA,"Reata Pharmaceuticals, Inc.",156.71,$5.26B,2016.0,Health Care,Major Pharmaceuticals,157.36,,,,,,
2807,2807,RCON,"Recon Technology, Ltd.",1.21,$8.72M,2009.0,Energy,Oilfield Services/Equipment,1.16,,,,,,
2808,2808,REPH,"Recro Pharma, Inc.",4.26,$100.39M,2014.0,Health Care,Major Pharmaceuticals,4.15,,,,,,
2809,2809,RRBI,"Red River Bancshares, Inc.",41.46,$303.59M,2019.0,Finance,Major Banks,41.51,,,,,,
2810,2810,RRGB,"Red Robin Gourmet Burgers, Inc.",8.08,$104.34M,2002.0,Consumer Services,Restaurants,,,,,,,
2811,2811,RRR,"Red Rock Resorts, Inc.",10.86,$1.27B,2016.0,Consumer Services,Hotels/Resorts,10.98,,,,,,
2812,2812,RDVT,"Red Violet, Inc.",14.89,$172.69M,,Technology,Computer Software: Prepackaged Software,14.50,,,,,,
2813,2813,RDFN,Redfin Corporation,41.69,$4.11B,2017.0,Finance,Real Estate,40.24,,,,,,
2814,2814,RDHL,Redhill Biopharma Ltd.,6.56,$231.37M,,Health Care,Major Pharmaceuticals,6.82,,,,,,
2815,2815,REED,"Reeds, Inc.",1.08,$67.96M,,Consumer Non-Durables,Beverages (Production/Distribution),,,,,,,
2816,2816,REG,Regency Centers Corporation,40.43,$6.86B,1993.0,Consumer Services,Real Estate Investment Trusts,39.96,,,,,,
2817,2817,REGN,"Regeneron Pharmaceuticals, Inc.",630.31,$64.67B,1991.0,Health Care,Major Pharmaceuticals,608.94,,,,,,
2818,2818,RGNX,REGENXBIO Inc.,36.54,$1.36B,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),36.58,,,,,,
2819,2819,RGLS,Regulus Therapeutics Inc.,0.7884,$21.77M,2012.0,Health Care,Major Pharmaceuticals,0.83,,,,,,
2820,2820,REKR,"Rekor Systems, Inc.",3.75,$102.35M,,Capital Goods,Telecommunications Equipment,3.80,,,,,,
2821,2821,RLAY,"Relay Therapeutics, Inc.",36.2,$3.14B,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),33.20,,,,,,
2822,2822,RBNC,"Reliant Bancorp, Inc.",14.9,$247.61M,,Finance,Major Banks,15.60,,,,,,
2823,2823,RELV,"Reliv&#39; International, Inc.",3.8,$6.64M,,Health Care,Major Pharmaceuticals,3.67,,,,,,
2824,2824,RLMD,"Relmada Therapeutics, Inc.",40.06,$608.84M,,Health Care,Major Pharmaceuticals,39.01,,,,,,
2825,2825,MARK,"Remark Holdings, Inc.",1.49,$148.12M,,Consumer Services,Telecommunications Equipment,1.43,,,,,,
2826,2826,RNLX,Renalytix AI plc,15.41,$457.8M,2020.0,Health Care,Medical Specialities,14.59,,,,,,
2827,2827,RNST,Renasant Corporation,23.99,$1.35B,,Finance,Major Banks,,,,,,,
2828,2828,REGI,"Renewable Energy Group, Inc.",26.79,$1.05B,2012.0,Basic Industries,Major Chemicals,27.21,,,,,,
2829,2829,RCII,Rent-A-Center Inc.,27.8,$1.5B,1995.0,Technology,Diversified Commercial Services,27.38,,,,,,
2830,2830,RPTX,Repare Therapeutics Inc.,22.36,$819.9M,2020.0,Health Care,Major Pharmaceuticals,21.55,,,,,,
2831,2831,RPAY,Repay Holdings Corporation,22.95,$1.2B,2018.0,Miscellaneous,Business Services,22.53,,,,,,
2832,2832,RGEN,Repligen Corporation,136.73,$7.15B,1986.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),134.36,,,,,,
2833,2833,REPL,"Replimune Group, Inc.",19.79,$796.79M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),19.20,,,,,,
2834,2834,KRMD,"Repro Med Systems, Inc.",9.82,$431.13M,,Health Care,Medical/Dental Instruments,9.48,,,,,,
2835,2835,RBCAA,"Republic Bancorp, Inc.",31.29,$653.85M,1998.0,Finance,Major Banks,30.79,,,,,,
2836,2836,FRBK,"Republic First Bancorp, Inc.",2.23,$131.24M,,Finance,Major Banks,2.16,,,,,,
2837,2837,REFR,Research Frontiers Incorporated,3.21,$100.83M,,Miscellaneous,Multi-Sector Companies,3.17,,,,,,
2838,2838,RSSS,"Research Solutions, Inc",2.355,$61.31M,,Miscellaneous,Business Services,2.36,,,,,,
2839,2839,RESN,Resonant Inc.,2.34,$123.43M,2014.0,Technology,Semiconductors,2.34,,,,,,
2840,2840,RGP,"Resources Connection, Inc.",11.28,$362.59M,,Miscellaneous,Business Services,11.01,,,,,,
2841,2841,TORC,"resTORbio, Inc.",2.46,$89.66M,2018.0,Health Care,Major Pharmaceuticals,2.51,,,,,,
2842,2842,ROIC,Retail Opportunity Investments Corp.,10.28,$1.2B,,Consumer Services,Real Estate Investment Trusts,10.12,,,,,,
2843,2843,RETO,"ReTo Eco-Solutions, Inc.",1.002,$22.81M,2017.0,Capital Goods,Industrial Machinery/Components,0.99,,,,,,
2844,2844,RTRX,"Retrophin, Inc.",20.41,$880.81M,,Health Care,Major Pharmaceuticals,20.06,,,,,,
2845,2845,RVNC,"Revance Therapeutics, Inc.",23.5,$1.34B,2014.0,Health Care,Major Pharmaceuticals,23.23,,,,,,
2846,2846,RVMD,"Revolution Medicines, Inc.",26.0,$1.71B,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),24.65,,,,,,
2847,2847,RWLK,ReWalk Robotics Ltd.,1.38,$26.41M,2014.0,Health Care,Industrial Specialties,1.39,,,,,,
2848,2848,REXN,"Rexahn Pharmaceuticals, Inc.",2.9,$11.66M,,Health Care,Major Pharmaceuticals,2.85,,,,,,
2849,2849,REYN,Reynolds Consumer Products Inc.,32.98,$6.92B,2020.0,Consumer Durables,Containers/Packaging,33.00,,,,,,
2850,2850,RFIL,"RF Industries, Ltd.",4.56,$44.5M,,Capital Goods,Electrical Products,4.47,,,,,,
2851,2851,RGCO,RGC Resources Inc.,22.61,$184.01M,,Public Utilities,Oil & Gas Production,22.83,,,,,,
2852,2852,RBKB,"Rhinebeck Bancorp, Inc.",6.52,$72.59M,2019.0,Finance,Banks,6.56,,,,,,
2853,2853,RYTM,"Rhythm Pharmaceuticals, Inc.",21.28,$938.27M,2017.0,Health Care,Major Pharmaceuticals,20.94,,,,,,
2854,2854,RBBN,Ribbon Communications Inc. ,4.225,$611.66M,,Technology,EDP Services,4.10,,,,,,
2855,2855,RIBT,RiceBran Technologies,0.8509,$34.12M,,Consumer Non-Durables,Packaged Foods,0.86,,,,,,
2856,2856,RELL,"Richardson Electronics, Ltd.",4.15,$54.51M,1983.0,Technology,Electronic Components,4.21,,,,,,
2857,2857,RMBI,"Richmond Mutual Bancorporation, Inc.",11.28,$152.58M,2019.0,Finance,Major Banks,11.30,,,,,,
2858,2858,RIGL,"Rigel Pharmaceuticals, Inc.",2.65,$446.71M,2000.0,Health Care,Major Pharmaceuticals,2.63,,,,,,
2859,2859,RNET,"RigNet, Inc.",3.13,$64.03M,2010.0,Consumer Services,Telecommunications Equipment,3.36,,,,,,
2860,2860,RMNI,"Rimini Street, Inc.",5.25,$357.98M,2015.0,Miscellaneous,Business Services,5.52,,,,,,
2861,2861,RIOT,"Riot Blockchain, Inc",2.29,$79.1M,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,
2862,2862,REDU,RISE Education Cayman Ltd,3.3,$186.05M,2017.0,Consumer Services,Other Consumer Services,3.18,,,,,,
2863,2863,RVSB,Riverview Bancorp Inc,4.89,$108.78M,,Finance,Savings Institutions,,,,,,,
2864,2864,RIVE,Riverview Financial Corporation,6.6,$60.99M,,Finance,Major Banks,6.59,,,,,,
2865,2865,RCKT,"Rocket Pharmaceuticals, Inc.",24.78,$1.37B,2015.0,Health Care,Major Pharmaceuticals,24.14,,,,,,
2866,2866,RMTI,"Rockwell Medical, Inc.",1.95,$134.68M,1998.0,Health Care,Major Pharmaceuticals,1.84,,,,,,
2867,2867,RCKY,"Rocky Brands, Inc.",18.53,$135.5M,1993.0,Consumer Non-Durables,Shoe Manufacturing,18.20,,,,,,
2868,2868,RMCF,"Rocky Mountain Chocolate Factory, Inc.",3.93,$23.84M,,Consumer Non-Durables,Specialty Foods,3.67,,,,,,
2869,2869,ROKU,"Roku, Inc.",150.16,$18.12B,2017.0,Consumer Services,Television Services,151.17,,,,,,
2870,2870,ROSE,Rosehill Resources Inc.,0.4226,$18.87M,2016.0,Energy,Oil & Gas Production,0.43,,,,,,
2871,2871,ROSEU,Rosehill Resources Inc.,0.44,,2016.0,Energy,Oil & Gas Production,0.48,,,,,,
2872,2872,ROSEW,Rosehill Resources Inc.,0.0251,,2016.0,Energy,Oil & Gas Production,,,,,,,
2873,2873,ROST,"Ross Stores, Inc.",87.74,$31.23B,1985.0,Consumer Services,Clothing/Shoe/Accessory Stores,86.16,,,,,,
2874,2874,ROCH,Roth CH Acquisition I Co.,9.92,,2020.0,Finance,Business Services,9.92,,,,,,
2875,2875,ROCHU,Roth CH Acquisition I Co.,10.69,,2020.0,Finance,Business Services,10.55,,,,,,
2876,2876,ROCHW,Roth CH Acquisition I Co.,1.15,,2020.0,Finance,Business Services,,,,,,,
2877,2877,RGLD,"Royal Gold, Inc.",134.2,$8.8B,,Basic Industries,Precious Metals,136.25,,,,,,
2878,2878,RPRX,Royalty Pharma plc,42.89,$26.04B,2020.0,Health Care,Major Pharmaceuticals,41.91,,,,,,
2879,2879,RBCN,"Rubicon Technology, Inc.",8.1249,$20.12M,2007.0,Technology,Semiconductors,8.30,,,,,,
2880,2880,RUBY,"Rubius Therapeutics, Inc.",5.63,$453.08M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.46,,,,,,
2881,2881,RUHN,Ruhnn Holding Limited,3.87,$325.82M,2019.0,Consumer Services,Catalog/Specialty Distribution,3.80,,,,,,
2882,2882,RMBL,"RumbleOn, Inc.",22.15,$49.38M,,Technology,EDP Services,20.74,,,,,,
2883,2883,RUSHA,"Rush Enterprises, Inc.",48.55,$1.75B,,Consumer Durables,Automotive Aftermarket,48.50,,,,,,
2884,2884,RUSHB,"Rush Enterprises, Inc.",41.04,$1.48B,,Consumer Durables,Automotive Aftermarket,40.26,,,,,,
2885,2885,RUTH,"Ruth&#39;s Hospitality Group, Inc.",7.16,$197.84M,2005.0,Consumer Services,Restaurants,7.41,,,,,,
2886,2886,RYAAY,Ryanair Holdings plc,74.04,$16.14B,1997.0,Transportation,Air Freight/Delivery Services,,,,,,,
2887,2887,STBA,"S&T Bancorp, Inc.",23.76,$932.4M,,Finance,Major Banks,23.38,,,,,,
2888,2888,SANW,S&W Seed Company,2.52,$84.21M,,Consumer Non-Durables,Farming/Seeds/Milling,,,,,,,
2889,2889,SBRA,"Sabra Health Care REIT, Inc.",14.56,$2.99B,,Consumer Services,Real Estate Investment Trusts,14.04,,,,,,
2890,2890,SABR,Sabre Corporation,7.74,$2.13B,2014.0,Technology,"Computer Software: Programming, Data Processing",7.44,,,,,,
2891,2891,SFET,Safe-T Group Ltd.,1.65,$17.9M,2018.0,Technology,Computer Software: Prepackaged Software,1.64,,,,,,
2892,2892,SAFT,"Safety Insurance Group, Inc.",76.68,$1.17B,2002.0,Finance,Property-Casualty Insurers,76.12,,,,,,
2893,2893,SGA,"Saga Communications, Inc.",23.64,$141.75M,,Consumer Services,Broadcasting,23.46,,,,,,
